gen,color,stage,stem,Stem_strength,PC1,PC2,PC3,PC4,PC5
UMN3097_1,1.25486106918222,0.49987895629202,-0.0070468940692735,3.57309920471798,0.478594522980904,6.53985735604045,1.7104464211958,-0.457058307291383,2.85277088954678
UMN3097_10,1.14546554363725,0.499124417245388,1.02218833918005,3.95971921096492,-0.86719989188439,7.36028443556258,-3.94310302304549,3.59885505145434,-1.64426587567201
UMN3097_100,1.85252231530323,0.499987240686969,0.459807184648713,2.69762703540955,1.69956464614682,4.00733736453086,-1.36120911249617,-6.6456430672401,3.42622880451126
UMN3097_101,1.33595763824649,0.499605038719098,-0.0759466286669918,3.04603131580813,-1.15709545199975,3.63807593012453,-2.8554303671275,3.65046913670364,0.721258029895564
UMN3097_102,1.64719433714672,0.499859407597633,0.544239439844194,3.6324631555045,-4.23531290432088,12.978288301298,-4.89247801390719,9.82440557266741,-2.94098281623568
UMN3097_105,1.33316794235131,0.500748338090484,0.526091432916057,3.62779525227827,5.40985754266505,1.02171152358089,4.16028127479977,-1.00829364873629,-7.8838888358563
UMN3097_107,1.23537786318762,0.499021260918097,0.00854099366229016,3.12664143540802,3.11237630828643,3.59829913048638,-3.14637153126299,1.24846312047321,3.57991359434398
UMN3097_108,1.70787546169681,0.500482873382088,0.939221736730301,3.77883236064012,-3.62327563158848,12.6746466838553,-3.29233212975391,2.08260311341762,-3.48350873163252
UMN3097_109,1.49512007584953,0.49980465796572,0.979694636950943,4.43776352412711,-3.99319250804481,-2.02129362972398,-3.19279575109875,0.559192607581097,10.2853494241817
UMN3097_11,0.967430575285861,0.499944883732729,0.00667445264889954,3.09410434731673,7.73235098457398,-1.83247883708135,4.94703053674056,0.902450566772391,3.70049472880125
UMN3097_110,2.16612375804623,0.500282111675092,0.490241779787664,4.62531812692373,4.04079312653502,2.63179940084674,2.18920174755806,-0.24012193895091,1.60847610888345
UMN3097_111,1.46031590504477,0.498920697800715,0.0623899137903883,2.95528936093361,-1.68679970983721,1.11717280763239,2.39876099439877,-3.7896928718595,14.2709996692215
UMN3097_112,1.39795088361284,0.49928770276726,0.512880791061729,3.43323020473599,8.08682016022526,-4.18196953755841,-0.360739023567054,-3.31482813676697,-1.22627728463075
UMN3097_114,1.64346569720478,0.499939623933665,0.985932884404734,2.61776957517006,-6.10474123509439,11.3669072740164,-6.3091644663698,5.58869719172304,0.852228488123106
UMN3097_115,1.21962170779463,0.499955681345139,0.937221982649042,3.7532783501342,-0.525579065701695,6.06974926136559,-4.57464675856446,4.45674108438673,0.454892931707802
UMN3097_118,1.0552843089171,0.499593786080452,0.392903902075704,3.2051025540836,7.93448010384074,1.8931293564186,5.9947306474163,-1.26353349877483,2.03303366368254
UMN3097_119,1.60364711541215,0.49905739881217,0.445985431576504,3.39709454183132,9.16404617970309,-1.52314024652673,1.64448753759862,-1.75493664819723,-0.612732530379533
UMN3097_12,1.15696475986655,0.499062771597863,0.00897996217830902,3.19514065798494,-1.26067198685681,9.55458653887141,-1.95130582311808,3.33948438286892,-1.63181043619421
UMN3097_121,1.127597967496,0.499654621943849,1.02704656421705,2.9900847810969,2.54082135147506,2.05310956838531,-1.85311077726904,2.15213991646364,0.640409296595466
UMN3097_123,1.53687127897024,0.500058601658395,1.01914442608802,2.68098021981151,-4.03340014330702,2.70718406135852,-11.5301889092107,3.99762884034712,8.55883556506533
UMN3097_124,1.62755353562363,0.500409876185542,0.520017515009093,3.14708410850131,3.38887649327475,5.83456255597701,-0.26972615026183,1.71545224994025,-2.48015216661551
UMN3097_125,1.68030190856414,0.501385898490693,0.587004674700298,3.38279920802021,-1.67420015957222,3.04000953015766,-3.44941052612891,-1.42043074679662,12.3954645811703
UMN3097_128,1.20406134243029,0.500831798137681,0.464762692817424,2.49533230082856,0.0515631457392533,6.68965106973981,-3.6963165703077,2.69081181931262,-3.53544981625065
UMN3097_13,1.21163927050037,0.499429381488225,0.557528875269595,2.88563256188193,1.65821611841939,2.95711484730018,-2.68288404854477,-0.89925766819679,4.8145120323197
UMN3097_130,1.20859623852588,0.500696363783816,0.0347496310450872,2.57109153224809,-3.18595232565635,-4.09873977139218,-0.242332263612451,-7.73833230040333,13.5897199043392
UMN3097_14,1.70150406864337,0.499982097936611,1.01917115719085,2.26681391445152,0.813320881567991,5.87001877159965,-2.94742692423367,1.06382759891144,6.45980155296592
UMN3097_15,1.14067312182614,0.499789786327838,-0.0879165071085785,4.20632707179376,3.85947160104324,5.2236652235585,1.99155484312149,-0.0870366634867481,4.02695831185859
UMN3097_16,1.90353350105841,0.498954612333113,0.96629957390679,3.60976074686931,2.77836266237197,8.40147349856748,1.98141293201692,4.21910972281923,5.75526324850297
UMN3097_17,1.64492809759437,0.499408133221604,1.05524612853972,3.04435981311645,2.39228482773976,5.67820741266984,1.11126500483795,3.04407604089782,3.13462227415807
UMN3097_19,1.413368662383,0.500267951421617,0.540896212787799,2.22061901839078,5.73850512147655,6.89268409593866,-1.69324865539402,-1.02506326079342,1.65462594466647
UMN3097_2,1.28084877679248,0.500004475700162,0.461356432178781,2.64848803665781,3.32113368095455,-2.040971908221,0.168574497937081,-2.0010332647532,9.30672988323012
UMN3097_20,2.0648939097083,0.499736360348452,0.498959878982545,4.30759124914569,3.95236308984888,6.92771497168883,1.95778926857976,0.694578781859484,2.87294396959949
UMN3097_22,1.71763908747028,0.500286686000774,0.973787148246122,3.91982036960414,5.67143516530818,-1.32567717217321,3.46590035303076,0.870703672414228,-5.65490563224647
UMN3097_23,1.03903868149635,0.496438602365201,0.499865618461879,2.90118089209015,1.28962000908993,5.94764003552915,-2.2738369091573,1.1990481871442,4.46581245303887
UMN3097_24,1.83192951567758,0.499929870961991,0.974196014413678,3.98135601265407,7.85063420926728,-1.62163337109844,-0.326043783818674,2.63165934632238,-6.10304773261738
UMN3097_25,1.61279482012296,0.499546747232575,1.0550385031656,3.40620510801406,5.38270691345118,3.86678797050893,-3.4160640584426,-1.79640070596113,5.74149429571209
UMN3097_26,1.43381305748011,0.49991406323,0.00559267123877873,2.92559806957626,5.10216963631194,2.41089201411742,1.34006332629555,-0.790900745805924,4.47355693617756
UMN3097_27,1.27241497037688,0.502504448285498,1.00976880458598,2.73238723531457,3.35307042554807,7.43847746018281,0.752722427972856,1.53737480744242,4.09426992395091
