gen,color,stage,stem,Stem_strength,PC1,PC2,PC3,PC4,PC5
UMN3097_28,1.33379612951177,0.499822226218727,0.549063152820863,4.31950936601476,5.98499714998034,0.193061046303767,6.74565107231204,0.4520507056632,-4.42598566757999
UMN3097_29,1.59356776871432,0.499221039698927,0.525001054927068,5.03941055083368,1.87445536739907,-0.979150380588641,-0.248596545575743,-9.13666887363063,8.20910716974872
UMN3097_3,1.52109494734281,0.500025930094397,-0.0594372608502084,2.90945233505721,-0.764293436215803,3.02280597342969,-0.0776068089588693,0.321891956165541,10.4255255880777
UMN3097_30,1.58676327300062,0.499426040460786,0.990454945389208,3.44019090569444,-0.494925335397303,5.13896560713347,-8.66332312701187,5.08767694447312,0.44588464806227
UMN3097_31,1.51034006361908,0.500052524582652,0.477093470846953,2.38694304690435,-1.72296840918073,7.90940149940648,-1.23991208073521,3.95613667932255,2.75444582479921
UMN3097_32,1.35004377046146,0.499950099818581,1.08271925315203,3.1999136309487,7.68208125437407,0.50285325542337,2.82747663832599,-3.58890385858978,5.81796662154531
UMN3097_33,1.0800397934153,0.498886449983151,0.0379543949140529,3.41769284930336,1.92859143756864,2.87951427777869,-0.750572544890818,2.87088507571873,-0.47927764923205
UMN3097_34,1.41085087557714,0.499302468127626,0.54588836333624,3.47033846071987,9.17172488783583,-2.66547698380389,0.477822186595714,-1.40817351366524,-1.78898359964499
UMN3097_36,1.92543501707439,0.499760991557248,0.456627141509042,3.52189232408758,-3.30526828123641,0.208127850946265,-4.91151091200825,-0.832158456549883,4.73952195236394
UMN3097_37,1.57981248454267,0.499733542420763,0.975466590006704,3.51624003151179,-0.779469716882171,3.08570994022356,-4.59821644022765,1.32908467890341,3.58732893270154
UMN3097_4,1.27088927631723,0.499854607739758,-0.00245010140063326,4.16115946790724,-4.57942854671357,-0.0537146145898151,-1.37266909379172,2.09321450377222,13.0584477286216
UMN3097_40,1.92679331882546,0.499037847551348,0.944682381625514,3.12535022696492,10.2391050192622,-2.76156924730832,-1.92020758632985,2.62754165829527,-9.62181891187026
UMN3097_41,1.46953866250441,0.49894625138476,0.554798947526645,4.23293269645263,1.15871991062665,9.12908383844576,-4.18381508122398,4.94426107311685,-2.01098041323777
UMN3097_42,1.635214691939,0.499236365968885,1.04065956632851,3.64833586359689,2.54811141638375,9.98677628493871,-3.72258576868824,1.93646436309136,4.20983776702886
UMN3097_44,1.12610702901324,0.500204414279503,0.0191300930012775,3.3855316751389,2.89306473924755,0.639693976807359,0.641806250169135,-5.36343004350709,7.48507055523587
UMN3097_45,1.36101664551626,0.500079238007418,0.0152494426264434,2.76324440218665,6.06063840307149,0.558199173457919,7.73419472121234,1.01741448945111,2.0106047953019
UMN3097_46,1.41036657459317,0.499713054645164,0.506306393943509,3.10291090112428,2.16391168892644,3.71275093212454,-5.70089033502577,-2.56644430159584,1.89795378329276
UMN3097_48,1.40044342147067,0.500138523505327,0.508204288888208,3.02900705607259,-5.04771631671572,12.7886788768407,-5.51988290615636,7.37430499154789,1.39092909238329
UMN3097_49,1.04258241394121,0.499723703509546,0.978143555805661,2.76866220534606,0.321140941510677,7.02681223142472,0.467778248739431,4.33075922913741,-2.20492572399059
UMN3097_5,1.45262144791916,0.500244235159666,0.497725660620339,3.56415880354823,-6.49235194896796,1.55251173932114,-5.22789999587159,1.99393292788485,10.9642568356274
UMN3097_50,1.34290947764646,0.499679468469815,0.0320982160469102,4.0831933474269,1.51405049181521,2.38463619624701,-3.73786424255646,-0.602534599014151,8.7541810873987
UMN3097_51,1.67117244117332,0.50007367205945,0.960452175807562,3.22544607272006,1.01097491088929,5.0091770810635,-5.05103043381705,1.70021767735887,6.50991352593481
UMN3097_52,1.35838830326077,0.500673421388664,0.559236284601389,3.192528557644,-3.27941968407119,-2.08843874092362,-2.42619327303867,-3.43842983284399,9.75142286207422
UMN3097_54,1.71409300571402,0.499616136653529,1.00721406360488,3.62894572108725,3.17401909336008,7.43874135295064,-3.20314187754065,2.26442503341384,4.87955708643312
UMN3097_56,1.76911011133568,0.499971672417644,0.494557260545587,2.98447964798909,-2.39478851671729,3.1940939563886,-7.37971557001648,-1.84510227856626,4.82751637663775
UMN3097_57,1.47858914976433,0.500372090151935,0.513350840049139,2.40873571109533,-1.17933854557481,0.739696806299207,-2.85336771282403,-3.20680113076572,15.7275950361608
UMN3097_58,1.52782562932742,0.499317020660861,0.535403854011644,3.59278818463906,3.50990301561687,0.752713359355376,0.0519354341415874,0.271031440564332,-1.49151864317025
UMN3097_59,1.18593301485928,0.499339436902584,1.01198363576441,2.54011701381576,-6.62311486131585,3.60508297570474,-4.98750989038536,0.538630988277825,13.4769687523871
UMN3097_6,1.33780969604537,0.499380729074085,0.910036083239711,2.85001527126767,1.91184786223163,-0.456865837877787,-3.03158522513378,1.52770498087538,-0.503532084149668
UMN3097_60,1.75732006493526,0.500473432318991,1.06833722378439,3.99028361706836,1.31052331763644,7.19681326971572,-0.470805223410127,2.06969769445287,5.9905884044145
UMN3097_61,1.61097463303085,0.499766400045755,0.959078857579716,3.31807188353875,1.921703156976,4.39587788784943,-4.7757224196194,-0.428245673827196,-0.391112969590634
UMN3097_62,1.87348802314001,0.499973207586967,1.01269124164873,3.46995552296748,4.0378626490013,4.46994635129888,-0.153158889009078,-3.0484088342568,2.02438011903051
UMN3097_65,1.7697954650625,0.500004598156499,0.997001474598643,3.92569409303264,-12.477880293842,3.3182879864008,-7.2424643444068,2.01749623823544,2.51658228698769
UMN3097_66,1.64472312587765,0.499919577386903,1.00842576410431,2.85729507540344,3.47245125918988,6.1724174744154,-4.24938093384576,3.48466333017407,4.91916582831571
UMN3097_67,1.30720616259159,0.500300888327739,1.0465073116266,2.9821971988438,5.12409554454898,2.37696439739649,-3.03987403637676,-0.806189510080833,1.0188731908112
UMN3097_69,1.21342200263147,0.500205049060338,0.589660029656522,2.9587178083889,-0.235775646410633,9.78855700849575,-7.01686290475651,0.484344211439654,-4.47015283739052
UMN3097_70,1.08947966471098,0.49986559444344,0.491216467305443,2.41599295328852,-3.08389074781537,2.64783117430293,-1.52547495871772,5.15029313375053,4.49694371308093
UMN3097_73,1.40294788539411,0.498008300213268,1.04343751183116,3.663025711137,-1.53704375213567,1.19640384916429,-5.87745115211525,-3.23371815014642,8.21516271393005
UMN3097_74,2.08408835338752,0.499230102158881,0.443563065100441,3.99738460123058,-2.70729388252234,7.87630837228893,-0.869237506376697,2.47878604734352,-2.18529602350919
UMN3097_75,1.01708917284985,0.498764209753321,0.544278993143102,2.84398559079417,-5.25570144925755,1.81326105174726,-9.25034885065664,4.51475566362921,10.6561744896802
UMN3097_76,1.59741315403797,0.50049930349037,0.502580527125881,3.77285036230099,-2.00244625735464,-1.64339798862116,-5.77531970140613,-1.45197398861857,10.5362551519016
UMN3097_78,1.41820140729435,0.501358475051861,1.02628725903611,3.43151142985704,-0.844766129817603,4.3181173885182,-2.051032796459,1.38483388489381,0.0717336572770212
UMN3097_79,1.21730429736038,0.499370368761993,-0.0393246474101501,2.20787786537141,0.0340004873850523,5.75041516591662,-3.41467848650704,1.33956979060722,0.639252724323415
UMN3097_8,1.75382363609792,0.499976427192064,0.484566654059612,3.86340885295144,2.64140052895234,4.68417801933277,2.02396120072899,2.37487054371929,-0.642081439628596
UMN3097_80,1.52039848857474,0.500284684040455,0.958119670806835,3.96431794566611,0.325947701986417,9.73144146718854,-5.27824172028931,1.7640965268384,-3.4366604915502
UMN3097_81,1.30425927125934,0.500112359827357,0.0542964155592084,3.01057610983029,-1.03832235239238,-0.426843583748032,-1.52356290898379,-3.84626117317739,8.96542095493684
UMN3097_82,1.84717178773215,0.499752824616073,0.476049108354367,2.99932702500185,0.252625304351569,4.20100465416674,-1.61729580756982,1.67723278489062,1.38496602387422
UMN3097_83,1.18824226061757,0.497506302050128,0.50902597213592,4.02388720673887,4.8915692157534,5.78526583123914,-1.62043400267188,4.40881279344819,-1.27269587881594
UMN3097_84,1.7447283425686,0.499047626084216,0.542049424891651,3.74678840464472,-2.17356246916707,-1.86421930973519,-0.603367893170037,-2.57156754150145,7.33778257167337
UMN3097_85,0.990926525361044,0.500180726179599,0.0112722497264978,2.77053514048896,-0.338744105148483,6.69185525297098,-1.28547799433985,1.83986577559574,2.52496834734018
UMN3097_86,1.16663680519809,0.500163595112655,0.0559016521263474,4.20137693951525,4.20349278162642,8.87213906039085,2.40943607225412,2.95222465529783,1.89025666933894
UMN3097_87,1.66016977476856,0.50037638121015,1.02421550133181,3.9679549624144,-0.146594144925761,7.54878739624733,-4.01848841706704,5.77167683708593,-0.756169121701976
UMN3097_9,1.19916567356632,0.499127533911377,0.00755275119143085,4.0307364679648,-5.63189062868601,4.11819815462582,-3.04900258539394,2.2572767253235,6.10993275824113
UMN3097_90,1.67167989067281,0.49977481610797,0.938096994342956,3.11868209434846,3.66336766096736,5.01562676675505,-0.907469374209962,-2.31789054191798,2.09018243069498
UMN3097_91,1.27042291029505,0.500254128334627,0.97929151959133,4.03328229548057,3.56836196697794,7.10009089841688,-7.41959670169958,3.53708282304591,-1.55142070681879
UMN3097_92,1.53118642485168,0.498335844781917,0.545140215196605,4.15705960877219,6.81184128844227,-2.3418829659936,-1.01621631282208,4.9732148474494,-4.06638422011825
UMN3097_93,1.80460420135836,0.499384801289787,0.488746614676736,3.58760035754474,7.29111475998872,0.828746502757174,-1.16601995376627,0.431902863914078,6.17526020215122
UMN3097_94,1.30189286761623,0.499995834707234,-0.0749805359240328,3.66814762456154,2.12082552935556,2.82733076259858,-4.99963659342707,-5.9330232754689,4.77315170444322
UMN3097_96,1.38464887738719,0.500052147510489,1.03146677277008,2.98015164871208,-1.44370755529035,0.227505040452934,-6.86341630436333,-1.67201759417637,12.3440197282318
UMN3097_97,1.57568609903418,0.49952704922969,0.997098411269297,2.92709422692516,4.85193713478547,0.602743026258205,-4.59448267863969,-5.11015526241386,9.05072934513085
UMN3097_98,1.86151235426069,0.499788217503637,0.486879722419117,3.02508703021112,1.90426385935544,3.49907948135976,-5.24364003759642,2.78326420471947,4.43284121406177
UMN3097_99,1.68098529598294,0.499418405838633,-0.00688910393924405,4.14083300485606,3.14414512361064,3.59160962649788,1.71636453933244,1.26045735620655,2.46428004945504
UMN3355_1,1.71425833504169,0.499688829416753,1.00700918719991,3.60958244719269,6.42995493749321,0.261802385273835,1.57011580089101,0.457605431303361,6.21258143923505
UMN3355_10,1.64734072384877,0.498938177575534,1.08253158895296,4.22296577612779,5.43456289727691,4.30151775526161,-0.548314779442215,5.28043736491049,5.84512562059263
UMN3355_100,1.27250562058187,0.499957687858184,0.464139682310954,3.39269892496401,7.97662334027967,-4.16956103031852,-5.28816301633,4.84085294334247,-7.30577146463314
UMN3355_101,1.75207907265416,0.499612708746883,-0.0324351520439401,4.38808033380991,1.97613280173055,0.695447488757789,-0.687891744399947,1.38190622485009,7.76364275609877
UMN3355_102,1.88778384124232,0.500303765703085,-0.0270560274990012,3.64743891036457,11.9712204131744,1.3620718318676,3.51338316824108,-3.33129301921108,-0.0596902237942641
UMN3355_103,0.976727359777697,0.500554541219303,1.04663013969403,3.15791901084275,5.33792232696775,2.61581049825904,1.33987146026843,-0.203234698407085,-1.37749366955046
UMN3355_104,1.29620410727678,0.500280573222478,0.497552366097885,3.17281274777118,10.7681579694486,-8.24708832861229,0.466582215163186,-2.71442837424247,4.35964881157216
UMN3355_105,1.18831180376381,0.500202757860024,0.428062860898837,3.73415074918393,10.2283581599037,-6.25573542768988,8.01284804268342,-6.07865478337984,-4.33582156072202
UMN3355_106,1.50588777428846,0.499274866237036,1.05164909276309,3.53009734131581,1.90054806889778,-0.19551249909936,-1.6851175909749,-0.869075194842615,2.70027492950181
UMN3355_107,1.57642200498186,0.499742856228865,0.502725512524013,2.82796287024862,7.61919129384345,-0.444128368184638,-1.96287578680824,-1.8376264720825,-3.03366070123529
UMN3355_108,1.72028167545218,0.50026018640072,-0.104806506834125,3.38138122607384,5.12756015511197,0.975306805545713,2.19977837428749,0.0778153596688948,-0.639316259795278
UMN3355_109,1.62889641866552,0.498332123683995,0.988426708908204,3.62479982148015,5.8029715575849,-3.16003533127531,3.10580702323927,-5.93898560004404,8.29146665200999
UMN3355_11,1.66145961082321,0.500427494829488,0.497956716113072,3.18981372405146,7.94603262258747,-4.65266083475819,4.04360041003764,-3.0923438415462,-4.58648221231692
UMN3355_12,1.5442182507268,0.497681981067976,0.0575235305701899,2.87285617874524,0.551275156588398,-0.256600564164067,-2.48969039861815,-10.2161820028872,9.13535953058777
UMN3355_13,1.24999611348706,0.500099803885287,0.957380250224543,2.88997921403836,-2.07161594471388,0.651273447683406,-6.42757074074218,-1.9296285877776,10.6121185393218
UMN3355_14,1.7690281185226,0.497899537919963,0.00185452078856173,3.86285194400148,5.91890353636826,3.07237165845538,-1.55547120265431,7.10319898046488,-2.04589236149612
UMN3355_15,1.26812999535184,0.499419208046121,0.458676599766015,2.59209263558252,8.83317099186125,-1.04581222757401,3.27424387121506,-7.25717988083927,4.95144494710023
UMN3355_16,1.34367001446816,0.499653571899708,1.00324445360475,2.05748815893931,15.2154907796073,-5.12460055920823,2.86575884641888,-0.400060922888259,-6.37398031304954
UMN3355_17,1.39057261450544,0.499641872249734,0.473452713341574,3.15590984515024,6.3182278391171,-3.9780397807696,-0.349390086145017,-7.49390795120673,2.17281340101259
UMN3355_18,1.86826760512005,0.499542497747079,0.466206210556504,3.66021585156323,9.94603012060715,0.37703147887873,3.13905606978012,-4.34784892655687,1.63693358931151
UMN3355_19,1.4539622255126,0.499501046251074,1.01847404375188,3.18854478017228,3.29824733666066,-2.00825162633709,-0.628510191837689,-2.26873487631274,6.33107931327048
UMN3355_2,1.42377824969659,0.499263158527294,0.454315883607744,3.67015545885644,5.89029150055074,3.58605574942053,1.01431322735034,6.05480163845068,5.41131067822383
UMN3355_20,1.71330007354018,0.499046498932993,0.484314299869713,3.56536350881218,2.48649013249841,3.27672261700478,-9.42809234909393,2.4745577823368,-4.86496163264746
UMN3355_22,1.67701283900756,0.499868784767041,1.06216780964704,3.64360189138326,4.92454551563458,4.68559709040812,-2.16220740434817,-1.07747972442984,2.58209620704296
UMN3355_23,1.48039922974125,0.499734352443019,-0.0336386337612037,3.67095726951169,-22.3600683946561,5.92643834340653,-2.33818402482271,12.9607291424898,23.3560557641357
UMN3355_24,1.26582708310894,0.506285368855088,0.463467589803664,2.68568662072531,12.3092253440819,-6.40619188730195,-2.36504091556405,-0.0560381626464522,-8.01820655046318
UMN3355_25,1.20979639513201,0.499489383989765,0.985181885397698,2.1461570122024,5.62340139096577,1.86336347394781,-2.61037056744131,-2.56505561401178,2.72626036866395
UMN3355_26,1.18604146906264,0.499403668234394,-0.00413656802255711,3.49571032256312,11.6899611086987,-0.705418647059916,4.56671189024694,-4.27889844606102,-0.860938222475127
UMN3355_27,1.48212332966374,0.49964023791324,0.552020920618284,3.30796350531697,10.7235568903076,-4.92442593725098,4.63221007999639,4.15616324825249,-4.68835136220315
UMN3355_28,1.25611377967866,0.499256706252553,0.00649155281564747,4.18382264104793,-1.12458202476703,1.90832917347327,0.430046339354301,-1.14070236305859,9.85716292121502
UMN3355_29,1.96639283243383,0.500170283503173,0.0442857058708908,3.443827673992,7.72666392771809,-2.16721209290387,5.11894183590367,2.62089400712228,5.41804731059797
UMN3355_3,1.33992935084476,0.498949855922007,0.563296650946938,3.6000008609066,6.09122160741177,1.80840433575621,-5.43653549312612,1.1525462818933,-3.64211292610994
UMN3355_30,1.44743443568668,0.500155853985975,1.00288308478626,2.64060934528874,2.14978088087845,-2.32004665291037,-0.506498268463552,-2.14294995081727,7.3402319370854
UMN3355_31,1.70922935603281,0.499767408841448,0.96767396905187,3.43268478419743,5.73672403409657,2.94009529239659,-0.233876433320668,3.26840748732956,-2.51623702821055
UMN3355_33,1.51919760928631,0.498139994604084,0.0549411122192848,3.13250759460207,-0.567429382853271,0.794211519101577,-1.06977214363714,-0.314683748964462,6.22594786036415
UMN3355_34,1.75771933763179,0.500159786955656,1.05352521674549,3.68483634735072,11.7881474082965,-5.54631286355426,1.21212687027134,-2.60173834903352,2.03917930945949
UMN3355_35,1.68758708769816,0.499327196908466,0.50009335715851,3.95515354759647,3.62698002985632,2.76064683900949,2.78161330637356,-2.64394425800317,11.2370208758589
UMN3355_36,1.76464050874958,0.499865741155927,0.468450707530918,4.119484887056,0.128831136317707,1.37041748829983,-1.04338793160255,-4.95294121898913,5.31645970594709
UMN3355_37,1.52194307348761,0.500461643802922,1.01990629112104,2.53517677186342,4.36581708500881,0.0640317861399355,0.403788254233537,0.277562289226215,1.85597795227136
UMN3355_38,1.67600784801771,0.499936536412404,1.04908142532204,3.2881184011639,6.05596042022218,1.78668193150462,1.34928998835312,-5.043359390865,3.05929567351589
UMN3355_39,1.11896883268234,0.500112155226243,0.48384916437325,3.45595718801764,8.46440254128235,4.32852787085793,3.68193056594507,0.909366467061422,-5.80183262750609
UMN3355_4,1.6128392159261,0.499966782107627,0.0146514983282948,3.81707214173055,10.3408959778134,1.28628474344845,4.31787592120989,0.211539589565485,-0.967248218289725
UMN3355_40,1.69887955202554,0.499867766620503,1.00308658334062,3.73933532695513,2.75141528510882,0.852792510092625,-2.93411422293803,0.553783175078616,6.60480342792132
UMN3355_41,1.85879576718679,0.499142228917681,0.983427448357381,2.85958246166922,5.48634169146971,5.11658896983318,1.96984059335408,-0.195993130235973,9.41120862331373
UMN3355_42,1.71055738092973,0.500136738300731,0.965987817828142,3.7103052551231,2.09140662067387,-1.15974637435116,3.92968741033796,-2.45260451320073,12.0069106826568
UMN3355_43,1.4401813372856,0.499661891723632,0.491372792500319,4.19383202149131,7.69716721565148,-2.65786401031741,0.414344144636087,1.90085829089252,5.65274613772382
UMN3355_44,1.82559422895133,0.499109711728612,1.04153843394589,2.74081580818598,5.59980375150931,-3.87981998928802,1.63881209158926,-2.98486338091101,-5.99030562209309
UMN3355_45,1.19768668007996,0.500077639626857,0.489798939148838,3.04991372339714,6.07508083449674,-1.75981155990843,1.15845506274451,1.25518251180072,3.2355104163759
UMN3355_47,1.48643785117723,0.502033394564154,0.541384014862212,2.78334490317701,-0.218903269012759,-1.11791081983812,-0.354843476542832,-5.08077693801206,7.2173193465254
UMN3355_49,1.94129288339003,0.4998104113936,0.463955817783017,3.04381921771726,8.82109051486869,-0.299663189478123,2.34321237609854,-1.50984223259868,-0.825201117455589
UMN3355_50,1.64463822179542,0.500103036886253,0.558894951743238,3.35966268482613,3.30555177081623,-0.0850166277933407,0.882861311272032,-6.21706324688282,10.6727591388581
UMN3355_52,1.62061079021366,0.500256937318465,0.0979163186426372,3.27419922121538,8.3901336858955,3.85834231278667,3.75745771271356,-0.840413274161234,1.82575237662923
UMN3355_53,1.75623128219242,0.500075268044439,0.970406595596367,3.72209798798989,-1.14303807143743,3.68675686193002,-6.65828477574165,2.63040435941553,6.7373681129176
UMN3355_54,1.93072529190978,0.49999705545922,0.561450213980634,4.12398783640841,5.04205490714699,1.31211691423293,-5.43794960813485,0.402458271237436,-0.72668318258767
UMN3355_55,1.40714656587697,0.499610554493485,0.380270677888752,3.67170791557189,-0.506548261480932,-0.393819680420578,-0.252642726925511,-6.71534376594684,6.83535748139357
UMN3355_56,1.77221616275167,0.500139255809924,0.527692741070634,4.45659775856435,-0.184894099465767,0.842836508423365,-2.77603317667217,-0.858640360589003,3.33068955402276
UMN3355_57,1.66598497814505,0.500238134948294,0.454782212430122,2.9667397850853,6.87104231488084,-1.17685517899032,2.57774298769566,-0.597691621199055,2.7973341246814
UMN3355_58,1.68192836659502,0.499591651037191,0.0435011755384382,3.96211181651144,12.0891107275793,-6.48244051154831,3.24353625451817,-0.945849764544968,-2.39042809491819
UMN3355_59,1.65064473007213,0.500390256774306,0.494883063419441,3.3842740846362,4.10513475329893,2.97515942767533,3.11113820248719,-4.23195563936767,2.09505350192659
UMN3355_6,1.2294786358104,0.500088345740985,0.0201582928804979,2.92145368561971,8.35248991721661,-3.00465802928227,-0.465974625566258,-0.0811431862058579,-2.29158742247647
UMN3355_60,1.43339396731399,0.499376720949627,0.933200901118104,2.44389868278591,4.22026428112908,2.77519123447688,1.64377097421201,4.64166369203835,0.896489545276565
UMN3355_61,1.8106856822544,0.499506342548383,0.983906815781971,2.44724941848806,9.28642278826262,-1.70431780415324,1.14826930570766,-5.24129710030217,-2.38565122490605
UMN3355_62,0.884824456090181,0.499955485658271,0.471715169175516,2.27959968755435,6.71060178543451,2.99462888487529,3.87976132867446,-3.17167762463954,0.594950987121119
UMN3355_63,1.47607592746787,0.500244440196537,0.0788540971637082,2.49235832148776,7.03422317891934,-0.569983296202876,3.77834460166289,4.11557942531623,1.62533368272225
UMN3355_64,1.74316267284816,0.499941289532044,0.0470381358790345,3.99593260398629,6.75289363082703,-4.4514252583883,4.21100359442805,0.476955489525837,-3.1861390966846
UMN3355_65,1.61320173774197,0.498736961125526,0.881884536546609,3.19675168370742,12.760674883195,-5.93023470287256,3.01549151072707,2.43625115537311,-3.80427140231864
UMN3355_66,1.49429510944201,0.499906645432765,1.06776553361481,2.63761221549442,8.09046590140133,-0.447918702619193,0.00369107515452506,1.79266184367696,-0.387784107745311
UMN3355_67,2.04732021731884,0.49752273655635,0.947398476962296,3.37991257127292,3.14105807716376,2.84880887030396,-2.96638827542244,-7.28875456192786,6.39180715978715
UMN3355_68,1.08699249608005,0.499731981749433,0.0327849317579097,4.07797649747854,5.29465442245375,-4.40065061984435,-0.932584230917332,-2.0947651847324,14.0494326443734
